title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
Mitarbeiterstudie COVID-19 Klinik St. Hedwig,Lokal/Regional,Bayern,Regensburg,,,,,,Regensburg,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Quer- und selektiver Längsschnitt,Gesundheitspersonal (HCW) und Pflegende,"Mitarbeitende der Klinik St. Hedwig, die an der im Rahmen eines Ausbruchs durchgeführten PCR-Reihentestung teilgenommen hatten",Besondere Bevölkerungsgruppen,Erwachsene,65,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,200,2020-03-15,2020-06-07,https://doi.org/10.1111/pai.13278,https://dx.doi.org/10.1016%2Fj.jcv.2020.104575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARS-CoV-2 serology in HIV PrEP users during the COVID-19 pandemic (PrEP-Co-Study),Lokal/Regional,Bayern,München,,,,,,München,Technische Universität München,"Klinikum rechts der Isar ",,,,,,,Klinik und Poliklinik für Innere Medizin II des Klinikums rechts der Isar der Technischen Universität (TU) München,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022403,,Längsschnitt/Prospektive Kohortenstudie,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Patientinnen und Patienten der Infektionsambulanz, die HIV-PrEP gebrauchen",Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,300,2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seroprevalence of SARS-CoV-2 antibodies among hospital workers in a German tertiary care center: A sequential follow-up study,Lokal/Regional,Hamburg,Hamburg,,,,,,Hamburg,Universitätsklinikum Hamburg-Eppendorf,,,,,,,,Universitätsklinikum Hamburg-Eppendorf,,,Längsschnitt/Prospektive Kohortenstudie,Gesundheitspersonal (HCW) und Pflegende,Angestellte des Universitätsklinikums Hamburg-Eppendorf,Besondere Bevölkerungsgruppen,Erwachsene,69,16,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1300,2020-03-20,2021-05-31,https://doi.org/10.1101/2020.07.31.20165936,https://dx.doi.org/10.1016/j.ijheh.2020.113671,https://doi.org/10.1101/2021.08.02.21260667,https://doi.org/10.3390/vaccines10071086,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-27,
"Prospektive Studie der Universitätsmedizin Rostock zu COVID-19 bei Müttern, Erzieher/innen und Lehrer/innen von Kindern in Rostocker Schulen und Kindergärten (RoKiCo A, RoKiCo B, RoKiCo C)",Lokal/Regional,Mecklenburg-Vorpommern,Rostock,,,,,,Rostock,"Universitätsmedizin Rostock, Zentrum für Innere Medizin, Abteilung für Infektionskrankheiten und Tropenmedizin","Universitätsmedizin Rostock ",,,,,,,Abteilung für Tropenmedizin und Infektionskrankheiten; Klinik für Innere Medizin Universitätsmedizin Rostock,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022504,,Quer- und selektiver Längsschnitt,Andere Gruppen,"Mütter von Kindern im Alter von 1 bis 10 Jahren (RoKiCo A), Erziehungspersonal von Kindern (RoKiCo B) und an COVID-19 Erkrankte (RoKiCo C)",Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,600,2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seroprävalenz COVID-19 Düsseldorf: Rettungsdienst (SERODUS II),Lokal/Regional,Nordrhein-Westfalen,Düsseldorf,,,,,,Düsseldorf,Universitätsklinikum Düsseldorf,Stadt Düsseldorf,"Ministerium für Arbeit, Gesundheit und Soziales Nordrhein-Westfalen",,,,,,"Universitätsklinikum Düsseldorf; Stadt Düsseldorf; Ministerium für Arbeit, Gesundheit und Soziales Nordrhein-Westfalen",,https://www.uniklinik-duesseldorf.de/patienten-besucher/klinikeninstitutezentren/institut-fuer-medizinische-soziologie/das-institut/forschung/serodus,Querschnitt,Systemrelevant Arbeitende ausserhalb des Gesundheitssektors,Beschäftigte des Rettungsdienstes der Stadt Düsseldorf,Besondere Bevölkerungsgruppen,Erwachsene,65,18,Nicht-Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,700,2020-11-27,2021-12-04,https://doi.org/10.1093/occmed/kqab164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gutenberg COVID-19 Studie,Lokal/Regional,Rheinland-Pfalz,Rheinhessen,,,,,,Rheinhessen,Johannes Gutenberg Universität Mainz,,,,,,,,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,,https://www.unimedizin-mainz.de/gcs/uebersicht.html,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Überwiegend Teilnehmende aus der Kohorte der Gutenberg-Gesundheitsstudie sowie neu rekrutierte Studienteilnehmende,Allgemeinbevölkerung,Erwachsene,88,25,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,10300,2020-10-15,2021-06-15,https://www.unimedizin-mainz.de/GCS/dashboard/,,,,,Anteil der SARS-CoV-2 Infektionen (PCR oder Antikörper positiv) in der Bevölkerungsstichprobe für den Zeitraum Oktober 2020 - Juni 2021,https://www.unimedizin-mainz.de/GCS/dashboard/#/app/pages/AktuelleErgebnisse/ergebnisse,2021-12-20,Presentation,Vollblut,,,"ELISA ",ABBOTT N,ROCHE,,,,,,"ABBOTT N, ROCHE",,,,0.049,0.045,0.053,,2022-02-11,1.6
Corona-Virus bei Kindern in Bayern (CoKiBa),Lokal/Regional,Bayern,Rosenheim,Tirschenreuth,Regensburg,,,,"Rosenheim, Tirschenreuth, Regensburg",Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Querschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche, die an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen sowie Kinder und Jugendliche mit evtl. COVID-19-Symptomen/-Kontakten",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,14,1,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,2800,2020-05-22,2020-07-22,https://doi.org/10.22541/au.160776187.78854537/v1,https://doi.org/10.3389/fped.2021.678937,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-27,
Corona-Virus bei Kindern in Bayern (CoKiBa),Lokal/Regional,Bayern,Tirschenreuth,,,,,,Tirschenreuth,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Querschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche, die an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen sowie Kinder und Jugendliche mit evtl. COVID-19-Symptomen/-Kontakten",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,14,1,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,,2020-05-22,2020-07-22,,,,,,"Seroprävalenz der Kinder und Jugendlichen, die in Tirschenreuth an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,Vollblut,Mehrere,Mehrere Antikörper,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.072,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Lokal/Regional,Bayern,Regensburg,,,,,,Regensburg,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Querschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche, die an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen sowie Kinder und Jugendliche mit evtl. COVID-19-Symptomen/-Kontakten",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,14,1,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,,2020-05-22,2020-07-22,,,,,,"Seroprävalenz der Kinder und Jugendlichen, die in Regensburg an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,Vollblut,Mehrere,Mehrere Antikörper,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.031,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Lokal/Regional,Bayern,Bayern,,,,,,Oberbayern/Alpen,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Querschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche, die an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen sowie Kinder und Jugendliche mit evtl. COVID-19-Symptomen/-Kontakten",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,14,1,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,,2020-05-22,2020-07-22,,,,,,"Seroprävalenz der Kinder und Jugendlichen, die in Oberbayern oder der Alpenregion an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,Vollblut,Mehrere,Mehrere Antikörper,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.018,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Lokal/Regional,Bayern,Tirschenreuth,,,,,,Tirschenreuth,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Querschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche, die an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen sowie Kinder und Jugendliche mit evtl. COVID-19-Symptomen/-Kontakten",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,1,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,,2020-05-22,2020-07-22,,,,,,"Seroprävalenz der Kinder und Jugendlichen mit evtl. COVID-19-Symptomen/-Kontakten, die in Tirschenreuth an einer Teilnahme in der CoKiBa-Studie interessiert waren",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,Vollblut,Mehrere,Mehrere Antikörper,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.159,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Lokal/Regional,Bayern,Regensburg,,,,,,Regensburg,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Querschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche, die an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen sowie Kinder und Jugendliche mit evtl. COVID-19-Symptomen/-Kontakten",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,1,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,,2020-05-22,2020-07-22,,,,,,"Seroprävalenz der Kinder und Jugendlichen mit evtl. COVID-19-Symptomen/-Kontakten, die in Regensburg an einer Teilnahme in der CoKiBa-Studie interessiert waren",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,Vollblut,Mehrere,Mehrere Antikörper,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.023,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Lokal/Regional,Bayern,Bayern,,,,,,Oberbayern/Alpen,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Querschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche, die an Routinevorsorgeuntersuchungen in Kinderarztpraxen teilnahmen sowie Kinder und Jugendliche mit evtl. COVID-19-Symptomen/-Kontakten",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,1,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,,2020-05-22,2020-07-22,,,,,,"Seroprävalenz der Kinder und Jugendlichen mit evtl. COVID-19-Symptomen/-Kontakten, die in Oberbayern oder der Alpenregion an einer Teilnahme in der CoKiBa-Studie interessiert waren",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,Vollblut,Mehrere,Mehrere Antikörper,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.078,,,,2021-10-17,
COVID-19: Hotspot Krankenhaus? - Epidemiologische Analyse zeitversetzter Infektionsstatus-Bestimmungen mittels Antikörpertestung beim Personal eines peripheren Klinikums der Grund- und Regelversorgung,Lokal/Regional,Nordrhein-Westfalen,Datteln,Waltrop,,,,,Datteln und Waltrop,St. Vincenz Krankenhaus Datteln,,,,,,,,St. Vincenz Krankenhaus Datteln,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022941,,Quer- und selektiver Längsschnitt,Gesundheitspersonal (HCW) und Pflegende,"Beschäftigte dreier peripheren Kliniken der Grund- und Regelversorgung, sowie lokale Feuerwehrleute",Besondere Bevölkerungsgruppen,Erwachsene,65,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1800,2020-06-15,2021-06-15,https://doi.org/10.1016/j.ijheh.2021.113771,https://doi.org/10.3390/ijerph19042402,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-23,
Infection with SARS-CoV2 in primary care health care workers assessed by antibody testing,Lokal/Regional,Bayern,Dachau,Fürstenfeldbruck,München,,,,"Landkreise Dachau, Fürstenfeldbruck und München",Ludwig-Maximilians-Universität (LMU) München,"Medizinisches Versorgungszentrum Dachau, München",Labor Augsburg MVZ GmbH,Medizinische Klinik und Poliklinik I der Ludwigs-Maximilians-Universität (LMU),,,,,"Medizinische Klinik und Poliklinik I der Ludwig-Maximilians-Universität (LMU) München; Medizinisches Versorgungszentrum Dachau, München; Labor Augsburg MVZ GmbH",,,Querschnitt,Gesundheitspersonal (HCW) und Pflegende,"Medizinisches Personal (Ärztinnen, Ärzte, Medizinische Fachangestellte) des MVZ Dachau",Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,200,2020-04-02,2020-04-06,https://doi.org/10.1093/fampra/cmaa078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seroprävalenz von SARS CoV-2/Covid-19 in Blutspendern und Patienten am Universitätsklinikum Leipzig (CovSeroUKL),Lokal/Regional,Sachsen,Leipzig,,,,,,Leipzig,"Universitätsklinikum Leipzig, Institut für Medizinische Mikrobiologie und Virologie","Universitätsklinikum Leipzig, Institut für Transfusionsmedizin","Universitätsklinikum Leipzig, Institut für Laboratoriumsmedizin","Universitätsklinikum Leipzig, Neurologische Klinik und Poliklinik",Universitätsklinikum Leipzig,,,,"Institut für Medizinische Mikrobiologie und Virologie, Institut für Transfusionsmedizin, Institut für Laboratoriumsmedizin, Neurologische Klinik und Poliklinik, Universitätsklinikum Leipzig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00023364,,Wiederholte Querschnitte,Blutspendende und non-COVID-Patientinnen und Patienten,"Blutspenderinnen und Blutspender sowie Patientinnen und Patienten des Universitätsklinikums, denen für eine medizinische Untersuchung Blutserum abgenommen wurde",Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,2000,2020-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bestimmung der SARS-CoV2 Antikörper Prävalenz bei Kindern (SARS-CoV2_KIDS),Lokal/Regional,Bayern,Erlangen,,,,,,Erlangen,Universitätsklinikum Erlangen,,,,,,,,"Kinder-und Jugendklinik, Universitätsklinikum Erlangen",https://clinicaltrials.gov/ct2/show/NCT04581148,,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,Ambulante und stationäre Patientinnen und Patienten der Kinder- und Jugendklinik des Universitätsklinikums Erlangen,Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Vollerhebung der Grundgesamtheit,Teilnehmende,900,2020-10-16,2020-11-16,,,,,,"Seroprävalenz von Antikörpern gegen das Spikeprotein unter Kindern und Jugendlichen, die sich nicht COVID-bedingt bei der Kinder-und Jugendklinik des Universitätsklinikums Erlangen im Zeitraum Oktober bis November 2020 vorstellten",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,Blutplasma,anti -S1,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE S,,,,,,,ROCHE S,,,,0.0138,,,2022-03-15,,5.66
Bestimmung der SARS-CoV2 Antikörper Prävalenz bei Kindern (SARS-CoV2_KIDS),Lokal/Regional,Bayern,Erlangen,,,,,,Erlangen,Universitätsklinikum Erlangen,,,,,,,,"Kinder-und Jugendklinik, Universitätsklinikum Erlangen",https://clinicaltrials.gov/ct2/show/NCT04581148,,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,Ambulante und stationäre Patientinnen und Patienten der Kinder- und Jugendklinik des Universitätsklinikums Erlangen,Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Vollerhebung der Grundgesamtheit,Teilnehmende,800,2021-04-01,2021-04-30,,,,,,"Seroprävalenz von Antikörpern gegen das Spikeprotein unter Kindern und Jugendlichen, die sich nicht COVID-bedingt bei der Kinder-und Jugendklinik des Universitätsklinikums Erlangen im April 2021 vorstellten",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,Blutplasma,anti -S1,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE S,,,,,,,ROCHE S,,,,0.0916,,,2022-03-15,,4.35
Bestimmung der SARS-CoV2 Antikörper Prävalenz bei Kindern (SARS-CoV2_KIDS),Lokal/Regional,Bayern,Erlangen,,,,,,Erlangen,Universitätsklinikum Erlangen,,,,,,,,"Kinder-und Jugendklinik, Universitätsklinikum Erlangen",https://clinicaltrials.gov/ct2/show/NCT04581148,,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,Ambulante und stationäre Patientinnen und Patienten der Kinder- und Jugendklinik des Universitätsklinikums Erlangen,Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Vollerhebung der Grundgesamtheit,Teilnehmende,900,2021-06-15,2021-07-15,,,,,,"Seroprävalenz von Antikörpern gegen das Spikeprotein unter Kindern und Jugendlichen, die sich nicht COVID-bedingt bei der Kinder-und Jugendklinik des Universitätsklinikums Erlangen im Zeitraum Juni bis Juli 2021 vorstellten",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,Blutplasma,anti -S1,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE S,,,,,,,ROCHE S,,,,0.1459,,,2022-03-15,,3.93
Bestimmung der SARS-CoV2 Antikörper Prävalenz bei Kindern (SARS-CoV2_KIDS),Lokal/Regional,Bayern,Erlangen,,,,,,Erlangen,Universitätsklinikum Erlangen,,,,,,,,"Kinder-und Jugendklinik, Universitätsklinikum Erlangen",https://clinicaltrials.gov/ct2/show/NCT04581148,,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,Ambulante und stationäre Patientinnen und Patienten der Kinder- und Jugendklinik des Universitätsklinikums Erlangen,Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Vollerhebung der Grundgesamtheit,Teilnehmende,900,2020-10-16,2020-11-16,,,,,,"Seroprävalenz von Antikörpern gegen das Nukleokapsid unter Kindern und Jugendlichen, die sich nicht COVID-bedingt bei der Kinder-und Jugendklinik des Universitätsklinikums Erlangen im Zeitraum Oktober bis November 2020 vorstellten",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,Blutplasma,anti Nucleocapsid,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,,,,0.0126,,,2022-03-15,,
Bestimmung der SARS-CoV2 Antikörper Prävalenz bei Kindern (SARS-CoV2_KIDS),Lokal/Regional,Bayern,Erlangen,,,,,,Erlangen,Universitätsklinikum Erlangen,,,,,,,,"Kinder-und Jugendklinik, Universitätsklinikum Erlangen",https://clinicaltrials.gov/ct2/show/NCT04581148,,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,Ambulante und stationäre Patientinnen und Patienten der Kinder- und Jugendklinik des Universitätsklinikums Erlangen,Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Vollerhebung der Grundgesamtheit,Teilnehmende,800,2021-04-01,2021-04-30,,,,,,"Seroprävalenz von Antikörpern gegen das Nukleokapsid unter Kindern und Jugendlichen, die sich nicht COVID-bedingt bei der Kinder-und Jugendklinik des Universitätsklinikums Erlangen im April 2021 vorstellten",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,Blutplasma,anti Nucleocapsid,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,,,,0.0619,,,2022-03-15,,
Bestimmung der SARS-CoV2 Antikörper Prävalenz bei Kindern (SARS-CoV2_KIDS),Lokal/Regional,Bayern,Erlangen,,,,,,Erlangen,Universitätsklinikum Erlangen,,,,,,,,"Kinder-und Jugendklinik, Universitätsklinikum Erlangen",https://clinicaltrials.gov/ct2/show/NCT04581148,,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,Ambulante und stationäre Patientinnen und Patienten der Kinder- und Jugendklinik des Universitätsklinikums Erlangen,Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Vollerhebung der Grundgesamtheit,Teilnehmende,900,2021-06-15,2021-07-15,,,,,,"Seroprävalenz von Antikörpern gegen das Nukleokapsid unter Kindern und Jugendlichen, die sich nicht COVID-bedingt bei der Kinder-und Jugendklinik des Universitätsklinikums Erlangen im Zeitraum Juni bis Juli 2021 vorstellten",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,Blutplasma,anti Nucleocapsid,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,,,,0.0856,,,2022-03-15,,
Bestimmung der SARS-CoV2 Antikörper Prävalenz bei Kindern (SARS-CoV2_KIDS),Lokal/Regional,Bayern,Erlangen,,,,,,Erlangen,Universitätsklinikum Erlangen,,,,,,,,"Kinder-und Jugendklinik, Universitätsklinikum Erlangen",https://clinicaltrials.gov/ct2/show/NCT04581148,,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,Ambulante und stationäre Patientinnen und Patienten der Kinder- und Jugendklinik des Universitätsklinikums Erlangen,Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,,Vollerhebung der Grundgesamtheit,Teilnehmende,2600,2020-10-15,2021-07-15,https://www.degruyter.com/document/doi/10.1515/cclm-2022-0037/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevalence of Severe Acute Respiratory Syndrome Coronavirus-2-specific Antibodies in German Blood Donors during the COVID-19 Pandemic,Lokal/Regional,Rheinland-Pfalz,Rheinland-Pfalz,Rhein-Main-Gebiet,,,,,Rheinland-Pfalz und Rhein-Main-Gebiet,Johannes Gutenberg Universität Mainz,,,,,,,,"Universitätsmedizin der Johannes Gutenberg Universität Mainz, Transfusionszentrale",,,Wiederholte Querschnitte,Blutspendende,Blutspenderinnen und Blutspender aus Rheinland-Pfalz und dem Rhein-Main-Gebiet,Allgemeinbevölkerung,Erwachsene,71,18,Blutspende,Teilnehmende,3900,2020-03-15,2020-06-15,https://doi.org/10.7754/clin.lab.2020.200915,,,,,Seroprävalenz der Blutspenderinnen und Blutspender aus Rheinland-Pfalz und dem Rhein-Main-Gebiet für den Zeitraum März bis Juni 2020,https://doi.org/10.7754/clin.lab.2020.200915,2020-10-01,Peer-reviewed Publikation,Vollblut,anti Nucleocapsid,IgG,Mehrere/andere,ABBOTT N,ROCHE,,,,,,"ABBOTT N, ROCHE",Adjustiert für Test-Güte,,,0.0039,,,2021-08-06,2021-10-17,
COVID Study on Educational Personnel (COVID-STEP),Lokal/Regional,Schleswig-Holstein,Lübeck,,,,,,Lübeck,Gesundheitsamt der Hansestadt Lübeck,,,,,,,,Gesundheitsamt der Hansestadt Lübeck,,https://www.luebeck.de/covid-step,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Lehrkräfte und Erziehende von Schulen und Kindertageseinrichtungen,Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1500,2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longitudinale Studie zu SARS-CoV-2-Infektionen bei Ulmer Medizin- und Zahnmedizinstudierenden (COVID-19 MedStud Ulm),Lokal/Regional,Baden-Württemberg,Ulm,,,,,,Ulm,Universität Ulm,,,,,,,,Institut für Anatomie und Zellbiologie und Medizinisches Dekanat der Universität Ulm,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024860,,Querschnitt,Studierende,Studierende und Lehrende der Medizin und Zahnmedizin,Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,900,2020-11-05,,https://doi.org/10.1101/2021.05.04.21256382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
