title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_obtained,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
SARS-CoV-2 IgG seroprevalence in blood donors located in three different federal states (Nord Rhine-Westphalia),Local/Regional,North Rhine-Westphalia,North Rhine-Westphalia,,,,,,North Rhine-Westphalia,Herz- und Diabeteszentrum NRW,,,,,,,,"Herz- und Diabeteszentrum NRW, Bad Oeynhausen ",,,Cross sectional,Blood donors,"Blood donors from North Rhine-Westphalia ",General population,Adults,65,18,Blood donation,Participants,1700,1700,2020-03-09,2020-06-03,,,,,,Seroprevalence of blood donors in North Rhine-Westphalia for the period from March to June 2020,https://dx.doi.org/10.2807/1560-7917.ES.2020.25.28.2001285,2020-07-16,Peer-reviewed Publikation,whole blood,multiple,IgG,"ELISA ",EUROIMMUN,ABBOTT N,DIASORIN,,,,,"EUROIMMUN; ABBOTT N; DIASORIN ",Adjusted for test-specificity/test-sensitivity,,,0.009,0.005,0.014,,2021-09-10,
SARS-CoV-2 IgG seroprevalence in blood donors located in three different federal states (Nord Rhine-Westphalia),Local/Regional,North Rhine-Westphalia,North Rhine-Westphalia,,,,,,North Rhine-Westphalia,Herz- und Diabeteszentrum NRW,,,,,,,,"Herz- und Diabeteszentrum NRW, Bad Oeynhausen ",,,Cross sectional,Blood donors,"Blood donors from North Rhine-Westphalia ",General population,Adults,65,18,Blood donation,Participants,1700,1700,2020-03-09,2021-07-15,https://doi.org/10.2807/1560-7917.ES.2020.25.28.2001285,"https://doi.org/10.1101/2022.02.11.22270833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-25,
SARS-CoV-2 Surveillance in Day Care Centers (KiTaCoviDD19),Local/Regional,Saxony,Dresden,,,,,,Dresden,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022729,,Longitudinal/Prospectice cohort study,"School, Kindergarten/Daycare",Pedagogical staff from day care centers of the city of Dresden and the parents of the children cared for there,Selected population groups,Adults,,18,Convenience sample,Participants,,800,2020-07-15,,https://dx.doi.org/10.1016/j.jpeds.2021.07.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitarbeiterstudie COVID-19 Klinik St. Hedwig,Local/Regional,Bavaria,Regensburg,,,,,,Regensburg,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Cross sectional and selective longitudinal,Healthcare workers and caregivers,Employees of the St. Hedwig Clinic who had participated in the PCR series testing performed in the context of an outbreak,Selected population groups,Adults,65,18,Convenience sample,Participants,201,200,2020-03-15,2020-06-07,https://doi.org/10.1111/pai.13278,https://dx.doi.org/10.1016%2Fj.jcv.2020.104575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARS-CoV-2 serology in HIV PrEP users during the COVID-19 pandemic (PrEP-Co-Study),Local/Regional,Bavaria,Munich,,,,,,Munich,Technische Universität München,"Klinikum rechts der Isar ",,,,,,,Klinik und Poliklinik für Innere Medizin II des Klinikums rechts der Isar der Technischen Universität (TU) München,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022403,,Longitudinal/Prospectice cohort study,Persons seeking care for non-COVID reasons,Patients of the infectious disease outpatient clinic who take HIV-PrEP,Selected population groups,Adults,,18,Convenience sample,Participants,,300,2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seroprevalence of SARS-CoV-2 antibodies among hospital workers in a German tertiary care center: A sequential follow-up study,Local/Regional,Hamburg,Hamburg,,,,,,Hamburg,Universitätsklinikum Hamburg-Eppendorf,,,,,,,,University Medical Center Hamburg-Eppendorf,,,Longitudinal/Prospectice cohort study,Healthcare workers and caregivers,Employees of the Universitätsklinikum Hamburg-Eppendorf,Selected population groups,Adults,69,16,Convenience sample,Participants,1253,1300,2020-03-20,2021-05-31,https://doi.org/10.1101/2020.07.31.20165936,https://dx.doi.org/10.1016/j.ijheh.2020.113671,https://doi.org/10.1101/2021.08.02.21260667,https://doi.org/10.3390/vaccines10071086,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-27,
"Prospective Study initiated by University Hospital Rostock concerning COVID-19 in mothers, nursery and school teachers of children in Rostock",Local/Regional,Mecklenburg-Western Pomerania,Rostock,,,,,,Rostock,"Universitätsmedizin Rostock, Zentrum für Innere Medizin, Abteilung für Infektionskrankheiten und Tropenmedizin","Universitätsmedizin Rostock ",,,,,,,Abteilung für Tropenmedizin und Infektionskrankheiten; Klinik für Innere Medizin Universitätsmedizin Rostock,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022504,,Cross sectional and selective longitudinal,Other groups,"Mothers of children aged 1 to 10 years (RoKiCo A), caregivers of children (RoKiCo B), and those affected by COVID-19 (RoKiCo C)",Selected population groups,Adults,,18,Convenience sample,Participants,,600,2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seroprävalenz COVID-19 Düsseldorf: Rettungsdienst (SERODUS II),Local/Regional,North Rhine-Westphalia,Dusseldorf,,,,,,Dusseldorf,Universitätsklinikum Düsseldorf,Stadt Düsseldorf,"Ministerium für Arbeit, Gesundheit und Soziales Nordrhein-Westfalen",,,,,,"Universitätsklinikum Düsseldorf; Stadt Düsseldorf; Ministerium für Arbeit, Gesundheit und Soziales Nordrhein-Westfalen",,https://www.uniklinik-duesseldorf.de/patienten-besucher/klinikeninstitutezentren/institut-fuer-medizinische-soziologie/das-institut/forschung/serodus,Cross sectional,Essential non-healthcare workers,Employees of the rescue service of the city of Düsseldorf,Selected population groups,Adults,65,18,Random sampling (not central registration-based),Participants,745,700,2020-11-27,2021-12-04,https://doi.org/10.1093/occmed/kqab164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gutenberg COVID-19 Studie,Local/Regional,Rhineland-Palatinate,Hesse,,,,,,Rhine Hesse,Johannes Gutenberg Universität Mainz,,,,,,,,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,,https://www.unimedizin-mainz.de/gcs/uebersicht.html,Cross sectional and selective longitudinal,Household and Community Samples,Predominantly participants from the Gutenberg Health Study cohort and newly recruited study participants,General population,Adults,88,25,Cohort-sample - Sampling from existing cohort study in the general population,Participants,10250,10300,2020-10-15,2021-06-15,https://www.unimedizin-mainz.de/GCS/dashboard/,,,,,Proportion of SARS-CoV-2 infections (PCR or antibody positive) among the population sample for the period October 2020 - June 2021,https://www.unimedizin-mainz.de/GCS/dashboard/#/app/pages/AktuelleErgebnisse/ergebnisse,2021-12-20,Presentation,whole blood,,,"ELISA ",ABBOTT N,ROCHE,,,,,,"ABBOTT N, ROCHE",,,,0.049,0.045,0.053,,2022-02-11,1.6
Corona-Virus bei Kindern in Bayern (CoKiBa),Local/Regional,Bavaria,Rosenheim,Tirschenreuth,Regensburg,,,,"Rosenheim, Tirschenreuth, Regensburg",Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Cross sectional,Patients seeking care for non-COVID-19 reasons,Children and adolescents who attended routine checkups in pediatric offices and children and adolescents with possible COVID-19 symptoms/contacts,General population,Children/adolescents ≤18 years,14,1,Convenience sample,Participants,,2800,2020-05-22,2020-07-22,https://doi.org/10.22541/au.160776187.78854537/v1,https://doi.org/10.3389/fped.2021.678937,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-27,
Corona-Virus bei Kindern in Bayern (CoKiBa),Local/Regional,Bavaria,Tirschenreuth,,,,,,Tirschenreuth,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Cross sectional,Persons seeking care for non-COVID reasons,Children and adolescents who attended routine checkups in pediatric offices and children and adolescents with possible COVID-19 symptoms/contacts,General population,Children/adolescents ≤18 years,14,1,Convenience sample,Participants,,,2020-05-22,2020-07-22,,,,,,"Seroprevalence among children and adolescents, attending routine checkups in pediatric offices in Tirschenreuth",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,whole blood,multiple,Multiple antibodies,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.072,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Local/Regional,Bavaria,Regensburg,,,,,,Regensburg,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Cross sectional,Persons seeking care for non-COVID reasons,Children and adolescents who attended routine checkups in pediatric offices and children and adolescents with possible COVID-19 symptoms/contacts,General population,Children/adolescents ≤18 years,14,1,Convenience sample,Participants,,,2020-05-22,2020-07-22,,,,,,"Seroprevalence among children and adolescents, attending routine checkups in pediatric offices in Regensburg",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,whole blood,multiple,Multiple antibodies,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.031,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Local/Regional,Bavaria,Bavaria,,,,,,Upper Bavaria/The Alps,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Cross sectional,Persons seeking care for non-COVID reasons,Children and adolescents who attended routine checkups in pediatric offices and children and adolescents with possible COVID-19 symptoms/contacts,General population,Children/adolescents ≤18 years,14,1,Convenience sample,Participants,,,2020-05-22,2020-07-22,,,,,,"Seroprevalence among children and adolescents, attending routine checkups in pediatric offices in Upper Bavaria and the Alps region",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,whole blood,multiple,Multiple antibodies,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.018,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Local/Regional,Bavaria,Tirschenreuth,,,,,,Tirschenreuth,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Cross sectional,Persons seeking care for non-COVID reasons,Children and adolescents who attended routine checkups in pediatric offices and children and adolescents with possible COVID-19 symptoms/contacts,General population,Children/adolescents ≤18 years,18,1,Convenience sample,Participants,,,2020-05-22,2020-07-22,,,,,,"Seroprevalence amoong children and adolescents with possible COVID-19 symptoms/contacts in Tirschenreugth, who were interested in taking part in the CoKiBa study",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,whole blood,multiple,Multiple antibodies,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.159,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Local/Regional,Bavaria,Regensburg,,,,,,Regensburg,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Cross sectional,Persons seeking care for non-COVID reasons,Children and adolescents who attended routine checkups in pediatric offices and children and adolescents with possible COVID-19 symptoms/contacts,General population,Children/adolescents ≤18 years,18,1,Convenience sample,Participants,,,2020-05-22,2020-07-22,,,,,,"Seroprevalence amoong children and adolescents with possible COVID-19 symptoms/contacts in Regensburg, who were interested in taking part in the CoKiBa study",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,whole blood,multiple,Multiple antibodies,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.023,,,,2021-10-17,
Corona-Virus bei Kindern in Bayern (CoKiBa),Local/Regional,Bavaria,Bavaria,,,,,,Upper Bavaria/The Alps,Krankenhaus Barmherzige Brüder Regensburg,,,,,,,,"Klinik und Poliklinik für Kinder- und Jugendmedizin der Universität Regensburg (KUNO), Klinik St. Hedwig, Krankenhaus Barmherzige Brüder Regensburg",,,Cross sectional,Persons seeking care for non-COVID reasons,Children and adolescents who attended routine checkups in pediatric offices and children and adolescents with possible COVID-19 symptoms/contacts,General population,Children/adolescents ≤18 years,18,1,Convenience sample,Participants,,,2020-05-22,2020-07-22,,,,,,"Seroprevalence amoong children and adolescents with possible COVID-19 symptoms/contacts in Upper Bavaria and the Alps region, who were interested in taking part in the CoKiBa study",https://www.frontiersin.org/articles/10.3389/fped.2021.678937/full,2020-12-12,Peer-reviewed Publikation,whole blood,multiple,Multiple antibodies,Mehrere/andere,ROCHE N,In-house ELISA,,,,,,"ROCHE, In-house ELISA",,,,0.078,,,,2021-10-17,
COVID-19: Hotspot hospital?- Epidemiological analysis time shifted antibody tests of hospital employees,Local/Regional,North Rhine-Westphalia,Datteln,Waltrop,,,,,Datteln and Waltrop,St. Vincenz Krankenhaus Datteln,,,,,,,,St. Vincenz Krankenhaus Datteln,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022941,,Cross sectional and selective longitudinal,Healthcare workers and caregivers,"Employees of three peripheral hospital providing basic and standard care, as well as from the local fire brigade",Selected population groups,Adults,65,18,Convenience sample,Participants,1842,1800,2020-06-15,2021-06-15,https://doi.org/10.1016/j.ijheh.2021.113771,https://doi.org/10.3390/ijerph19042402,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-23,
Infection with SARS-CoV2 in primary care health care workers assessed by antibody testing,Local/Regional,Bavaria,Dachau,Fürstenfeldbruck,Munich,,,,"District of Dachau, Fürstenfeldbruck and Munich",Ludwig-Maximilians-Universität (LMU) München,"Medizinisches Versorgungszentrum Dachau, München",Labor Augsburg MVZ GmbH,Medizinische Klinik und Poliklinik I der Ludwigs-Maximilians-Universität (LMU),,,,,"Medizinische Klinik und Poliklinik I der Ludwig-Maximilians-Universität (LMU) München; Medizinisches Versorgungszentrum Dachau, München; Labor Augsburg MVZ GmbH",,,Cross sectional,Healthcare workers and caregivers,"Medical staff (physicians, medical assistants) of the MVZ Dachau",Selected population groups,Adults,,18,Convenience sample,Participants,151,200,2020-04-02,2020-04-06,https://doi.org/10.1093/fampra/cmaa078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seroprevalence of SARS CoV-2 infections/Covid-19 in blood donors and patients of the University Hospitals in Leipzig (CovSeroUKL),Local/Regional,Saxony,Leipzig,,,,,,Leipzig,"Universitätsklinikum Leipzig, Institut für Medizinische Mikrobiologie und Virologie","Universitätsklinikum Leipzig, Institut für Transfusionsmedizin","Universitätsklinikum Leipzig, Institut für Laboratoriumsmedizin","Universitätsklinikum Leipzig, Neurologische Klinik und Poliklinik",Universitätsklinikum Leipzig,,,,"Institut für Medizinische Mikrobiologie und Virologie, Institut für Transfusionsmedizin, Institut für Laboratoriumsmedizin, Neurologische Klinik und Poliklinik, Universitätsklinikum Leipzig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00023364,,Repeated cross-sectional,Blood donors and non-COVID-patients,Blood donors and patients of the University Hospital who have had blood serum drawn for a medical examination,Selected population groups,Adults,,18,Convenience sample,Participants,,2000,2020-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of SARS-CoV2 Antibody Prevalence in Pediatric Patients (SARS-CoV2_KIDS),Local/Regional,Bavaria,Erlangen,,,,,,Erlangen,"University of Erlangen-Nürnberg Medical School, Children and Youth Clinic",University of Erlangen-Nürnberg Medical School,"Friedrich-Alexander-Universität Erlangen-Nürnberg ",,,,,,"Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",https://clinicaltrials.gov/ct2/show/NCT04581148,,Repeated cross-sectional,Persons seeking care for non-COVID reasons,"Inpatients and outpatients of the Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",Selected population groups,Children/adolescents ≤18 years,17,0,Entire sample,Participants,872,900,2020-10-16,2020-11-16,,,,,,"Seroprevalence of antibodies against the spike protein among children and adolescents, who presented themselves during the period of October to November 2020 at the department of pediatrics and adolescent medicine of the University Hospital Erlangen for non-COVID reasons",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,blood plasma,anti -S1 domain,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE S,,,,,,,ROCHE S,,,,0.0138,,,2022-03-15,,5.66
Determination of SARS-CoV2 Antibody Prevalence in Pediatric Patients (SARS-CoV2_KIDS),Local/Regional,Bavaria,Erlangen,,,,,,Erlangen,"University of Erlangen-Nürnberg Medical School, Children and Youth Clinic",University of Erlangen-Nürnberg Medical School,"Friedrich-Alexander-Universität Erlangen-Nürnberg ",,,,,,"Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",https://clinicaltrials.gov/ct2/show/NCT04581148,,Repeated cross-sectional,Persons seeking care for non-COVID reasons,"Inpatients and outpatients of the Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",Selected population groups,Children/adolescents ≤18 years,17,0,Entire sample,Participants,808,800,2021-04-01,2021-04-30,,,,,,"Seroprevalence of antibodies against the spike protein among children and adolescents, who presented themselves during April 2021 at the department of pediatrics and adolescent medicine of the University Hospital Erlangen for non-COVID reasons",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,blood plasma,anti -S1 domain,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE S,,,,,,,ROCHE S,,,,0.0916,,,2022-03-15,,4.35
Determination of SARS-CoV2 Antibody Prevalence in Pediatric Patients (SARS-CoV2_KIDS),Local/Regional,Bavaria,Erlangen,,,,,,Erlangen,"University of Erlangen-Nürnberg Medical School, Children and Youth Clinic",University of Erlangen-Nürnberg Medical School,"Friedrich-Alexander-Universität Erlangen-Nürnberg ",,,,,,"Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",https://clinicaltrials.gov/ct2/show/NCT04581148,,Repeated cross-sectional,Persons seeking care for non-COVID reasons,"Inpatients and outpatients of the Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",Selected population groups,Children/adolescents ≤18 years,17,0,Entire sample,Participants,946,900,2021-06-15,2021-07-15,,,,,,"Seroprevalence of antibodies against the spike protein among children and adolescents, who presented themselves during the period of June to July 2021 at the department of pediatrics and adolescent medicine of the University Hospital Erlangen for non-COVID reasons",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,blood plasma,anti -S1 domain,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE S,,,,,,,ROCHE S,,,,0.1459,,,2022-03-15,,3.93
Determination of SARS-CoV2 Antibody Prevalence in Pediatric Patients (SARS-CoV2_KIDS),Local/Regional,Bavaria,Erlangen,,,,,,Erlangen,"University of Erlangen-Nürnberg Medical School, Children and Youth Clinic",University of Erlangen-Nürnberg Medical School,"Friedrich-Alexander-Universität Erlangen-Nürnberg ",,,,,,"Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",https://clinicaltrials.gov/ct2/show/NCT04581148,,Repeated cross-sectional,Persons seeking care for non-COVID reasons,"Inpatients and outpatients of the Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",Selected population groups,Children/adolescents ≤18 years,17,0,Entire sample,Participants,872,900,2020-10-16,2020-11-16,,,,,,"Seroprevalence of antibodies against the nucleocapsid among children and adolescents, who presented themselves during the period of October to November 2020 at the department of pediatrics and adolescent medicine of the University Hospital Erlangen for non-COVID reasons",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,blood plasma,anti Nucleocapsid,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,,,,0.0126,,,2022-03-15,,
Determination of SARS-CoV2 Antibody Prevalence in Pediatric Patients (SARS-CoV2_KIDS),Local/Regional,Bavaria,Erlangen,,,,,,Erlangen,"University of Erlangen-Nürnberg Medical School, Children and Youth Clinic",University of Erlangen-Nürnberg Medical School,"Friedrich-Alexander-Universität Erlangen-Nürnberg ",,,,,,"Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",https://clinicaltrials.gov/ct2/show/NCT04581148,,Repeated cross-sectional,Persons seeking care for non-COVID reasons,"Inpatients and outpatients of the Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",Selected population groups,Children/adolescents ≤18 years,17,0,Entire sample,Participants,808,800,2021-04-01,2021-04-30,,,,,,"Seroprevalence of antibodies against the nucleocapsid among children and adolescents, who presented themselves during April 2021 at the department of pediatrics and adolescent medicine of the University Hospital Erlangen for non-COVID reasons",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,blood plasma,anti Nucleocapsid,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,,,,0.0619,,,2022-03-15,,
Determination of SARS-CoV2 Antibody Prevalence in Pediatric Patients (SARS-CoV2_KIDS),Local/Regional,Bavaria,Erlangen,,,,,,Erlangen,"University of Erlangen-Nürnberg Medical School, Children and Youth Clinic",University of Erlangen-Nürnberg Medical School,"Friedrich-Alexander-Universität Erlangen-Nürnberg ",,,,,,"Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",https://clinicaltrials.gov/ct2/show/NCT04581148,,Repeated cross-sectional,Persons seeking care for non-COVID reasons,"Inpatients and outpatients of the Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",Selected population groups,Children/adolescents ≤18 years,17,0,Entire sample,Participants,946,900,2021-06-15,2021-07-15,,,,,,"Seroprevalence of antibodies against the nucleocapsid among children and adolescents, who presented themselves during the period of June to July 2021 at the department of pediatrics and adolescent medicine of the University Hospital Erlangen for non-COVID reasons",https://doi.org/10.1515/cclm-2022-0037,2022-02-25,Peer-reviewed Publikation,blood plasma,anti Nucleocapsid,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,,,,0.0856,,,2022-03-15,,
Determination of SARS-CoV2 Antibody Prevalence in Pediatric Patients (SARS-CoV2_KIDS),Local/Regional,Bavaria,Erlangen,,,,,,Erlangen,"University of Erlangen-Nürnberg Medical School, Children and Youth Clinic",University of Erlangen-Nürnberg Medical School,"Friedrich-Alexander-Universität Erlangen-Nürnberg ",,,,,,"Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",https://clinicaltrials.gov/ct2/show/NCT04581148,,Repeated cross-sectional,Persons seeking care for non-COVID reasons,"Inpatients and outpatients of the Children and Youth Clinic, University of Erlangen-Nürnberg Medical School",Selected population groups,Children/adolescents ≤18 years,17,,Entire sample,Participants,2626,2600,2020-10-15,2021-07-15,https://www.degruyter.com/document/doi/10.1515/cclm-2022-0037/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevalence of Severe Acute Respiratory Syndrome Coronavirus-2-specific Antibodies in German Blood Donors during the COVID-19 Pandemic,Local/Regional,Rhineland-Palatinate,Rhine-Main area,,,,,,Rhineland-Palatinate and Rhine-Main area,Johannes Gutenberg Universität Mainz,,,,,,,,"Universitätsmedizin der Johannes Gutenberg Universität Mainz, Transfusionszentrale",,,Repeated cross-sectional,Blood donors,Blood donors from Rhineland-Palatinate and the Rhine-Main region,General population,Adults,71,18,Blood donation,Participants,3880,3900,2020-03-15,2020-06-15,https://doi.org/10.7754/clin.lab.2020.200915,,,,,Seroprevalence among blood donors from Rhineland-Palatinate and the Rhine-Main region for the period from March to June 2020,https://doi.org/10.7754/clin.lab.2020.200915,2020-10-01,Peer-reviewed Publikation,whole blood,anti Nucleocapsid,IgG,Mehrere/andere,ABBOTT N,ROCHE,,,,,,"ABBOTT N, ROCHE",Adjusted for test-specificity/test-sensitivity,,,0.0039,,,2021-08-06,2021-10-17,
COVID Study on Educational Personnel (COVID-STEP),Local/Regional,Schleswig-Holstein,Lübeck,,,,,,Lübeck,Gesundheitsamt der Hansestadt Lübeck,,,,,,,,Gesundheitsamt der Hansestadt Lübeck,,https://www.luebeck.de/covid-step,Repeated cross-sectional,"School, Kindergarten/Daycare",Teachers and educators of schools and day care centers,Selected population groups,Adults,,18,Convenience sample,Participants,,1500,2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longitudinal SARS-CoV-2-infection study with medical and dental students at Ulm University (COVID-19 MedStud Ulm),Local/Regional,Baden-Wuerttemberg,Ulm,,,,,,Ulm,Universität Ulm,,,,,,,,Institut für Anatomie und Zellbiologie und Medizinisches Dekanat der Universität Ulm,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024860,,Cross sectional,Students,Students and teachers of medicine and dentistry,Selected population groups,Adults,,18,Convenience sample,Participants,868,900,2020-11-05,,https://doi.org/10.1101/2021.05.04.21256382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19 Infection Rate in the Construction- and Cleaning Industry,Local/Regional,Multilocal,Germany,,,,,,"15 centres of occupational medicine, nationwide",Arbeitsmedizinischer Dienst der Berufsgenossenschaft für Bauwirtschaft GmbH,,,,,,,,Arbeitsmedizinischer Dienst der Berufsgenossenschaft für Bauwirtschaft GmbH,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024860,,Cross sectional,Non-essential workers and unemployed persons,Employees in the construction and cleaning trades who attend an occupational health screening appointment,Selected population groups,Adults,,18,Convenience sample,Participants,,3000,2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Screening for COVID-19 in Teachers, Childcare Educators, Pupils and Preschoolers (COKITS)",Local/Regional,Mecklenburg-Western Pomerania,Greifswald,,,,,,Western Pomerania - Greifswald,Universitätsmedizin Greifswald,Friedrich-Loeffler-Institut,Friedrich-Loeffler-Institut für Medizinische Mikrobiologie,"Friedrich-Loeffler-Institut, Zentralbereich Hygiene",,,,,"Universitätsmedizin Greifswald, Friedrich-Loeffler-Institut für Medizinische Mikrobiologie und Zentralbereich Hygiene",https://clinicaltrials.gov/ct2/show/NCT04619407,http://www2.medizin.uni-greifswald.de/mikrobio/index.php?id=556,Longitudinal/Prospectice cohort study,"School, Kindergarten/Daycare","Pedagogical staff, daycare children and students in the district of Vorpommern-Greifswald",General population,Multiple,67,3,Convenience sample,Participants,142,100,2020-11-04,2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
